0 46.000000 50.000000 
1 46.000000 50.000000 
2 46.000000 50.000000 
3 46.000000 50.000000 
4 46.000000 50.000000 
5 46.000000 50.000000 
6 46.000000 50.000000 
7 46.000000 50.000000 
8 46.000000 50.000000 
9 46.000000 50.000000 
10 46.000000 50.000000 
11 46.000000 50.000000 
12 46.000000 50.000000 
13 46.000000 50.000000 
14 46.000000 50.000000 
15 46.000000 50.000000 
16 46.000000 50.000000 
17 46.000000 50.000000 
18 46.000000 50.000000 
19 46.000000 50.000000 
20 46.000000 50.000000 
21 46.000000 50.000000 
22 46.000000 50.000000 
23 46.000000 50.000000 
24 46.000000 50.000000 
25 46.000000 50.000000 
26 46.000000 50.000000 
27 46.000000 50.000000 
28 46.000000 50.000000 
29 46.000000 50.000000 
30 46.000000 50.000000 
31 46.000000 50.000000 
32 46.000000 50.000000 
33 46.000000 50.000000 
34 46.000000 50.000000 
35 46.000000 50.000000 
36 46.000000 50.000000 
37 46.000000 50.000000 
38 46.000000 50.000000 
39 46.000000 50.000000 
40 46.000000 50.000000 
41 46.000000 50.000000 
42 46.000000 50.000000 
43 46.000000 50.000000 
44 46.000000 50.000000 
45 46.000000 50.000000 
46 46.000000 50.000000 
47 46.000000 50.000000 
48 46.000000 50.000000 
49 46.000000 50.000000 
50 46.000000 50.000000 
51 46.000000 50.000000 
52 46.000000 50.000000 
53 46.000000 50.000000 
54 46.000000 50.000000 
55 46.000000 50.000000 
56 46.000000 50.000000 
57 46.000000 50.000000 
58 46.000000 50.000000 
59 46.000000 50.000000 
60 46.000000 50.000000 
61 46.000000 50.000000 
62 46.000000 50.000000 
63 46.000000 50.000000 
64 46.000000 50.000000 
65 46.000000 50.000000 
66 46.000000 50.000000 
67 46.000000 50.000000 
68 46.000000 50.000000 
69 46.000000 50.000000 
70 46.000000 50.000000 
71 46.000000 50.000000 
72 46.000000 50.000000 
73 46.000000 50.000000 
74 46.000000 50.000000 
75 46.000000 50.000000 
76 46.000000 50.000000 
77 46.000000 50.000000 
78 46.000000 50.000000 
79 46.000000 50.000000 
80 46.000000 50.000000 
81 46.000000 50.000000 
82 46.000000 50.000000 
83 46.000000 50.000000 
84 46.000000 50.000000 
85 46.000000 50.000000 
86 46.000000 50.000000 
87 46.000000 50.000000 
88 46.000000 50.000000 
89 46.000000 50.000000 
90 46.000000 50.000000 
91 46.000000 50.000000 
92 46.000000 50.000000 
93 46.000000 50.000000 
