time	ent	java
0.0	58.000000	60.000000
0.007194244604316547	59.000000	60.000000
0.014388489208633094	57.000000	59.000000
0.02158273381294964	57.000000	59.000000
0.02877697841726619	57.000000	59.000000
0.03597122302158273	55.000000	59.000000
0.04316546762589928	57.000000	58.000000
0.050359712230215826	56.000000	59.000000
0.05755395683453238	55.000000	59.000000
0.06474820143884892	55.000000	59.000000
0.07194244604316546	55.000000	58.000000
0.07913669064748201	56.000000	58.000000
0.08633093525179857	56.000000	59.000000
0.09352517985611511	54.000000	59.000000
0.10071942446043165	56.000000	58.000000
0.1079136690647482	56.000000	59.000000
0.11510791366906475	55.000000	59.000000
0.1223021582733813	55.000000	59.000000
0.12949640287769784	56.000000	58.000000
0.1366906474820144	56.000000	59.000000
0.14388489208633093	54.000000	59.000000
0.1510791366906475	56.000000	59.000000
0.15827338129496402	56.000000	58.000000
0.16546762589928057	55.000000	58.000000
0.17266187050359713	54.000000	59.000000
0.17985611510791366	56.000000	59.000000
0.18705035971223022	56.000000	59.000000
0.19424460431654678	56.000000	58.000000
0.2014388489208633	57.000000	59.000000
0.20863309352517986	54.000000	59.000000
0.2158273381294964	56.000000	59.000000
0.22302158273381295	56.000000	58.000000
0.2302158273381295	56.000000	59.000000
0.23741007194244604	54.000000	59.000000
0.2446043165467626	56.000000	59.000000
0.2517985611510791	56.000000	58.000000
0.2589928057553957	57.000000	59.000000
0.26618705035971224	56.000000	59.000000
0.2733812949640288	55.000000	59.000000
0.2805755395683453	55.000000	58.000000
0.28776978417266186	55.000000	59.000000
0.2949640287769784	56.000000	59.000000
0.302158273381295	56.000000	59.000000
0.30935251798561153	54.000000	58.000000
0.31654676258992803	56.000000	59.000000
0.3237410071942446	56.000000	59.000000
0.33093525179856115	55.000000	59.000000
0.3381294964028777	55.000000	58.000000
0.34532374100719426	56.000000	59.000000
0.35251798561151076	56.000000	59.000000
0.3597122302158273	54.000000	59.000000
0.3669064748201439	56.000000	59.000000
0.37410071942446044	57.000000	59.000000
0.381294964028777	56.000000	59.000000
0.38848920863309355	55.000000	59.000000
0.39568345323741005	56.000000	58.000000
0.4028776978417266	57.000000	58.000000
0.41007194244604317	54.000000	59.000000
0.4172661870503597	56.000000	59.000000
0.4244604316546763	56.000000	59.000000
0.4316546762589928	56.000000	58.000000
0.43884892086330934	54.000000	59.000000
0.4460431654676259	56.000000	59.000000
0.45323741007194246	56.000000	59.000000
0.460431654676259	56.000000	58.000000
0.4676258992805755	55.000000	59.000000
0.4748201438848921	56.000000	59.000000
0.48201438848920863	56.000000	58.000000
0.4892086330935252	54.000000	57.000000
0.49640287769784175	57.000000	58.000000
0.5035971223021583	57.000000	59.000000
0.5107913669064749	56.000000	59.000000
0.5179856115107914	54.000000	58.000000
0.5251798561151079	56.000000	59.000000
0.5323741007194245	57.000000	59.000000
0.539568345323741	56.000000	59.000000
0.5467625899280576	55.000000	58.000000
0.5539568345323741	55.000000	58.000000
0.5611510791366906	56.000000	59.000000
0.5683453237410072	55.000000	59.000000
0.5755395683453237	56.000000	59.000000
0.5827338129496403	56.000000	59.000000
0.5899280575539568	54.000000	59.000000
0.5971223021582733	57.000000	59.000000
0.60431654676259	56.000000	59.000000
0.6115107913669064	55.000000	58.000000
0.6187050359712231	54.000000	59.000000
0.6258992805755396	56.000000	58.000000
0.6330935251798561	57.000000	58.000000
0.6402877697841727	58.000000	58.000000
0.6474820143884892	56.000000	59.000000
0.6546762589928058	55.000000	59.000000
0.6618705035971223	55.000000	59.000000
0.6690647482014388	55.000000	58.000000
0.6762589928057554	56.000000	59.000000
0.6834532374100719	56.000000	59.000000
0.6906474820143885	54.000000	59.000000
0.697841726618705	56.000000	58.000000
0.7050359712230215	56.000000	59.000000
0.7122302158273381	55.000000	59.000000
0.7194244604316546	55.000000	58.000000
0.7266187050359713	56.000000	58.000000
0.7338129496402878	56.000000	58.000000
0.7410071942446043	54.000000	59.000000
0.7482014388489209	56.000000	58.000000
0.7553956834532374	56.000000	59.000000
0.762589928057554	55.000000	58.000000
0.7697841726618705	55.000000	59.000000
0.7769784172661871	56.000000	59.000000
0.7841726618705036	56.000000	59.000000
0.7913669064748201	54.000000	58.000000
0.7985611510791367	56.000000	59.000000
0.8057553956834532	56.000000	59.000000
0.8129496402877698	55.000000	59.000000
0.8201438848920863	55.000000	58.000000
0.8273381294964028	56.000000	58.000000
0.8345323741007195	56.000000	59.000000
0.841726618705036	54.000000	59.000000
0.8489208633093526	57.000000	58.000000
0.8561151079136691	57.000000	58.000000
0.8633093525179856	55.000000	58.000000
0.8705035971223022	55.000000	58.000000
0.8776978417266187	56.000000	57.000000
0.8848920863309353	56.000000	58.000000
0.8920863309352518	54.000000	59.000000
0.8992805755395683	56.000000	58.000000
0.9064748201438849	56.000000	58.000000
0.9136690647482014	56.000000	58.000000
0.920863309352518	55.000000	59.000000
0.9280575539568345	55.000000	58.000000
0.935251798561151	56.000000	58.000000
0.9424460431654677	54.000000	58.000000
0.9496402877697842	56.000000	58.000000
0.9568345323741008	56.000000	58.000000
0.9640287769784173	57.000000	58.000000
0.9712230215827338	55.000000	57.000000
0.9784172661870504	54.000000	59.000000
0.9856115107913669	57.000000	58.000000
0.9928057553956835	57.000000	59.000000
