================================================================================

  JBoss Bootstrap Environment

  JBOSS_HOME: /home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3

  JAVA: /usr/java/j2sdk1.4.1_06/bin/java

  JAVA_OPTS: -server -Dprogram.name=run.sh

  CLASSPATH: /home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3/bin/run.jar:/usr/java/j2sdk1.4.1_06/lib/tools.jar

================================================================================

15:38:29,870 INFO  [Server] Starting JBoss (MX MicroKernel)...
15:38:29,872 INFO  [Server] Release ID: JBoss [WonderLand] 3.2.3 (build: CVSTag=JBoss_3_2_3 date=200311301445)
15:38:29,873 INFO  [Server] Home Dir: /home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3
15:38:29,873 INFO  [Server] Home URL: file:/home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3/
15:38:29,873 INFO  [Server] Library URL: file:/home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3/lib/
15:38:29,875 INFO  [Server] Patch URL: null
15:38:29,875 INFO  [Server] Server Name: all
15:38:29,875 INFO  [Server] Server Home Dir: /home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3/server/all
15:38:29,876 INFO  [Server] Server Home URL: file:/home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3/server/all/
15:38:29,876 INFO  [Server] Server Data Dir: /home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3/server/all/data
15:38:29,876 INFO  [Server] Server Temp Dir: /home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3/server/all/tmp
15:38:29,876 INFO  [Server] Server Config URL: file:/home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3/server/all/conf/
15:38:29,877 INFO  [Server] Server Library URL: file:/home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3/server/all/lib/
15:38:29,877 INFO  [Server] Root Deployment Filename: jboss-service.xml
15:38:29,881 INFO  [Server] Starting General Purpose Architecture (GPA)...
15:38:30,143 INFO  [ServerInfo] Java version: 1.4.1_06,Sun Microsystems Inc.
15:38:30,148 INFO  [ServerInfo] Java VM: Java HotSpot(TM) Server VM 1.4.1_06-b01,Sun Microsystems Inc.
15:38:30,148 INFO  [ServerInfo] OS-System: Linux 2.4.20-9smp,i386
15:38:30,197 INFO  [ServiceController] Controller MBean online
15:38:30,288 INFO  [MainDeployer] Started jboss.system:service=MainDeployer
15:38:30,379 INFO  [MainDeployer] Adding deployer: org.jboss.deployment.JARDeployer@1df5a8f
15:38:30,379 INFO  [JARDeployer] Started jboss.system:service=JARDeployer
15:38:30,411 INFO  [MainDeployer] Adding deployer: org.jboss.deployment.SARDeployer@5329c5
15:38:30,427 INFO  [SARDeployer] Started jboss.system:service=ServiceDeployer
15:38:30,428 INFO  [Server] Core system initialized
15:38:30,449 INFO  [MainDeployer] Starting deployment of package: file:/home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3/server/all/conf/jboss-service.xml
15:38:33,894 INFO  [Log4jService$URLWatchTimerTask] Configuring from URL: resource:log4j.xml
15:38:34,135 INFO  [AbstractDeploymentScanner$ScannerThread] Running
15:38:34,138 INFO  [LocalJBossServerDomain] Started jboss.management.local:j2eeType=J2EEDomain,name=Manager
15:38:34,139 INFO  [Log4jService] Started jboss.system:type=Log4jService,service=Logging
15:38:34,148 INFO  [WebService] Started WebServer with address: 0.0.0.0:8083
15:38:34,150 INFO  [WebService] Using RMI server codebase: http://dedicated74.eapps.com:8083/
15:38:34,150 INFO  [WebService] Started jboss:service=WebService
15:38:34,152 INFO  [NamingService] Starting jnp server
15:38:34,232 INFO  [NamingService] Started jnpPort=1099, rmiPort=1098, backlog=50, bindAddress=/0.0.0.0, Client SocketFactory=null, Server SocketFactory=org.jboss.net.sockets.DefaultSocketFactory@ad093076
15:38:34,248 INFO  [NamingService] Listening on port 1099
15:38:34,263 INFO  [NamingService] Started jboss:service=Naming
15:38:34,264 INFO  [JNDIView] Started jboss:service=JNDIView
15:38:34,266 INFO  [SecurityConfig] Started jboss.security:service=SecurityConfig
15:38:34,381 INFO  [XMLLoginConfig] Started jboss.security:service=XMLLoginConfig
15:38:34,395 INFO  [JaasSecurityManagerService] Started jboss.security:service=JaasSecurityManager
15:38:34,434 INFO  [TransactionManagerService] Started jboss:service=TransactionManager
15:38:34,469 INFO  [JRMPInvoker] Started jboss:service=invoker,type=jrmp
15:38:34,521 INFO  [JRMPProxyFactory] Started jboss:service=proxyFactory,target=ClientUserTransactionFactory
15:38:34,528 INFO  [JRMPProxyFactory] Started jboss:service=proxyFactory,target=ClientUserTransaction
15:38:34,541 INFO  [ClientUserTransactionService] Started jboss:service=ClientUserTransaction
15:38:34,542 INFO  [LocalInvoker] Started jboss:service=invoker,type=local
15:38:34,562 INFO  [PooledInvoker] Started jboss:service=invoker,type=pooled
15:38:34,578 INFO  [MainDeployer] Adding deployer: org.jboss.ejb.EJBDeployer@1dc0e7a
15:38:34,578 INFO  [EJBDeployer] Started jboss.ejb:service=EJBDeployer
15:38:34,579 INFO  [MainDeployer] Adding deployer: org.jboss.deployment.EARDeployer@1c5ddc9
15:38:34,580 INFO  [EARDeployer] Started jboss.j2ee:service=EARDeployer
15:38:34,591 INFO  [MainDeployer] Adding deployer: org.jboss.varia.deployment.BeanShellSubDeployer@d05c13
15:38:34,591 INFO  [BeanShellSubDeployer] Started jboss.scripts:service=BSHDeployer
15:38:34,606 INFO  [MainDeployer] Starting deployment of package: file:/home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3/server/all/deploy/uuid-key-generator.sar
15:38:34,655 INFO  [UUIDKeyGeneratorFactoryService] Started jboss:service=UUIDKeyGeneratorFactory
15:38:34,710 INFO  [MainDeployer] Deployed package: file:/home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3/server/all/deploy/uuid-key-generator.sar
15:38:34,711 INFO  [MainDeployer] Starting deployment of package: file:/home/starksm/JBoss/Releases/jboss-3.2/build/output/jboss-3.2.3/server/all/deploy/jmx-invoker-adaptor-server.sar/
15:38:34,809 INFO  [JRMPProxyFactory] Started jboss.jmx:type=adaptor,name=Invoker,protocol=jrmp,service=proxyFactory
15:38:34,811 INFO  [NamingAlias] Bound link jmx/rmi/RMIAdaptor to jmx/invoker/RMIAdaptor
15:38:34,811 INFO  [NamingAlias] Started jboss.jmx:alias=jmx/rmi/RMIAdaptor
